id,nama_makanan,kalori,protein,lemak,karbohidrat
3728,Pasta dengan Kerang,288.0,16.0,14.0,24.5
3729,Roti Bakar Keju Kambing Herbal,288.0,12.0,21.0,12.75
3730,Focaccia Empat Keju,288.0,12.0,14.0,28.5
3731,Ziti Panggang dengan Bayam dan Tomat,288.0,13.0,18.0,18.5
3732,Tortilla Gaya Basque dengan Tuna dan Tapenade,287.0,21.0,17.0,12.5
3733,Salmon Panggang dengan Kerak Cranberry-Thyme,287.0,13.0,17.0,20.5
3734,Sup Ayam dan Nasi ala Thailand,287.0,18.0,13.0,24.5
3735,Udang dengan Saus Romesco,287.0,14.0,18.0,17.25
3736,Tumis Sayuran Musim Semi,287.0,23.0,10.0,26.25
3737,Ayam goreng (paha),287.0,31.0,15.7,1.7
3738,Tartine Bit dan Keju Kambing,287.0,11.0,16.0,24.75
3739,Gratin Brokoli-Parmesan,287.0,16.0,15.0,22.0
3740,Nasi Liar dengan Lentil Hijau Prancis,287.0,11.0,13.0,31.5
3741,Ayam goreng tepung (paha),286.0,32.1,16.1,1.1
3742,"Barley, Swiss Chard, dan Sup Kacang Lima",286.0,23.0,11.0,23.75
3743,Ikan jambal goreng,286.0,48.5,9.2,2.3
3744,"Salad Udang, Jeruk, dan Zaitun dengan Sherry Vinaigrette",286.0,19.0,18.0,12.0
3745,Tahu Serai Pedas,285.0,11.0,22.0,10.75
3746,Salad Sashimi dengan Kedelai dan Jeruk,285.0,14.0,18.0,16.75
3747,Oncom terong,285.0,4.3,25.7,9.5
3748,Bakso Saus Merah,285.0,18.0,19.0,10.5
3749,Oncom hitam goreng,284.0,12.0,14.4,13.6
3750,Sup Kerang Santa Fe,284.0,22.0,11.0,24.25
3751,Ayam goreng sukabumi (paha),283.0,35.7,14.3,0.5
3752,Udang Perendam Jeruk dan Cengkih,283.0,24.0,15.0,13.0
3753,Nasi Liar dengan Paprika Panggang dan Almond Panggang,283.0,11.0,12.0,32.75
3754,Tiram dengan Tiga Salsa,283.0,19.0,13.0,22.5
3755,Sup Sayuran Tuscan dengan Kacang Putih dan Parmesan,283.0,10.0,14.0,29.25
3756,Drumet Ayam Wijen,282.0,19.0,16.0,15.5
3757,Udang Panggang dengan Saus Ponzu,282.0,22.0,15.0,14.75
3758,Kurma deglet noor,282.0,2.45,0.39,75.03
3759,Steak Rib-Eye dengan Salad Jagung Tomat Hangat,282.0,15.0,20.0,10.5
3760,Salad Tuna Taman,282.0,13.0,13.0,28.25
3761,Salade Chaude Aux Lentilles Avec Vinaigrette À La Moutarde,281.0,11.0,16.0,23.25
3762,Sale Pisang Siam,281.0,2.4,0.7,66.1
3763,Kentang Tumbuk dengan Fontina dan Peterseli Italia,281.0,10.0,14.0,28.75
3764,Tart Keju Kambing dan Tomat,281.0,10.0,12.0,33.25
3765,Brochette Kerang dengan Salsa Mangga-Tarragon,281.0,19.0,15.0,17.5
3766,Souffle Bayam dengan Bawang Merah dan Keju Gouda Asap,281.0,14.0,20.0,11.25
3767,Pizza Matzoh,280.0,13.0,18.0,16.5
3768,Udang Goan Saus Kelapa Panggang,280.0,25.0,14.0,13.5
3769,"Ikan Za'Atar Renyah dengan Couscous Israel, Swiss Chard, dan Feta",280.0,18.0,15.0,18.25
3770,Salad Taman Musim Panas dengan Udang Cabai-Bawang Putih,279.0,23.0,15.0,13.0
3771,Bawang Putih Hijau dan Daun Bawang Matzo Brei dengan Salmon Asap dan Krim Lobak,279.0,11.0,17.0,20.5
3772,Dada Ayam dengan Tomat dan Caper,279.0,33.0,10.0,14.25
3773,Roti Jagung Cabai Merah dan Keju Panggang Pedas,279.0,10.0,10.0,37.25
3774,Sendok Roti,279.0,20.0,13.0,20.5
3775,"Roti Pipih Panggang dengan Bawang Karamel, Sosis, dan Keju Manchego",279.0,13.0,13.0,27.5
3776,Tilapia Panggang dengan Béarnaise Sabayon dan Baby Bok Choy,278.0,27.0,14.0,11.0
3777,Orecchiette Brokoli,278.0,11.0,10.0,36.0
3778,Gratin Asparagus,277.0,10.0,19.0,16.5
3779,Purée Kacang Putih dengan Vinaigrette Bawang Putih dan Croutes,277.0,10.0,14.0,27.75
3780,Salad Melon dan Ayam Asap,277.0,13.0,19.0,13.5
3781,Arwan Sirsir / Sayur daun singkong (Kei),277.0,2.4,25.0,10.7
3782,Baby Back Ribs Jahe dan Madu,277.0,13.0,19.0,13.5
3783,Roti Bakar Provolone,277.0,14.0,12.0,28.25
3784,Kurma medjool,277.0,1.81,0.15,74.97
3785,Nasi goreng,276.0,3.2,3.2,30.2
3786,Hummus Lada Merah,276.0,11.0,13.0,28.75
3787,Sup Jamur dan Tiram,276.0,11.0,20.0,13.0
3788,Telur Orak-Arik Gaya Basque Chez Gladines,276.0,16.0,16.0,17.0
3789,Salad Kentang dengan Saus Kaviar Krim,276.0,12.0,14.0,25.5
3790,Lodeh pepaya muda,275.0,11.6,11.6,30.2
3791,Ayam goreng kalasan (paha),275.0,37.4,12.2,1.3
3792,Lamb Rack dengan Lentil Beluga Kacang dan Bayam Bawang Putih Tumis,275.0,14.0,16.0,18.75
3793,Crostini Anggur-Ricotta Pedas,275.0,10.0,11.0,34.0
3794,Lobster Kalkuta dalam Saus Bayam dan Yogurt,274.0,33.0,11.0,10.75
3795,Salmon Asap Krim dan Daun Bawang,274.0,10.0,18.0,18.0
3796,Caldo Tlalpeno,274.0,21.0,11.0,22.75
3797,Sate Pusut ,274.0,12.9,18.6,13.6
3798,Popover Bawang Hijau-Parmesan,274.0,11.0,16.0,21.5
3799,Enchilada Ayam Picadillo,274.0,12.0,16.0,20.5
3800,Halibut Panggang dengan Saus Tomat Serai,273.0,34.0,10.0,11.75
3801,Kubis Brussel Kung Pao,272.0,10.0,17.0,19.75
3802,Salad Reuben,272.0,15.0,18.0,12.5
3803,Bakpia,272.0,8.7,6.7,44.1
3804,Laap Ayam,272.0,25.0,13.0,13.75
3805,Moussaka Domba dan Terong,271.0,11.0,18.0,16.25
3806,Sosis Italia dengan Kacang Putih Raksasa dan Radicchio,271.0,12.0,16.0,19.75
3807,Flank Steak Termarinasi,271.0,25.0,14.0,11.25
3808,Sup Giok,271.0,11.0,12.0,29.75
3809,Fish and chips,270.0,12.3,15.9,19.3
3810,Telur Florentine,270.0,21.0,15.0,12.75
3811,Ampela ayam goreng,270.0,32.3,11.2,9.9
3812,Roti Bakar Bebek Asap dengan Rhubarb Jahe,270.0,15.0,14.0,21.0
3813,Salad Bayam dengan Jeruk dan Keju Kambing Hangat,269.0,12.0,19.0,12.5
3814,Tahu Berlapis Maple dengan Spaghetti Squash,269.0,14.0,12.0,26.25
3815,Krim Bayam dengan Topping Remah Roti Keemasan,269.0,10.0,19.0,14.5
3816,Puttanesca Kacang Putih,269.0,11.0,12.0,29.25
3817,Saus Bayam-Artichoke Klasik dengan Mozzarella dan Parmesan,269.0,11.0,20.0,11.25
3818,Salad Mie Gelas Pedas,268.0,17.0,12.0,23.0
3819,Potongan Daging Ayam Lemon,268.0,12.0,19.0,12.25
3820,Pita Telur dan Sup Parmesan,267.0,22.0,11.0,20.0
3821,Salad Ayam Asia dengan Kacang Polong dan Bok Choy,267.0,29.0,12.0,10.75
3822,Halibut yang Diasinkan Pada Kecambah Lobak dan Salad Adas,267.0,16.0,16.0,14.75
3823,Pancake Mustard-Dill dengan Salmon Asap dan Kaviar,267.0,18.0,15.0,15.0
3824,Tautan Sosis dengan Glasir Aprikot-Mustard,267.0,10.0,20.0,11.75
3825,Sup Tomat dan Kacang Cannellini,267.0,12.0,10.0,32.25
3826,Bubur Jagung Aligot,266.0,12.0,17.0,16.25
3827,Taco Skirt Steak Jalapeño dan Jeruk Nipis,266.0,13.0,18.0,13.0
3828,Martabak manis / Terang bulan / Kue bandung,265.3,4.7,5.5,49.3
3829,Roti Cheddar Bawang Biji Poppy,265.0,11.0,14.0,23.75
3830,Minuman telur kopyok,264.0,12.0,12.0,27.0
3831,Ayam taliwang,264.0,18.2,20.1,2.7
3832,Artichoke dan Salad Adas,264.0,10.0,11.0,31.25
3833,Leci kom,264.0,4.0,1.1,59.6
3834,Mozzarella dalam Carrozza dengan Saus Ikan Teri,264.0,11.0,16.0,19.0
3835,Ikan Mahi-Mahi Panggang dengan Salsa Alpukat-Melon,264.0,33.0,10.0,10.5
3836,Salad Daging Sapi Panggang Thailand,263.0,17.0,14.0,17.25
3837,Udang dengan Kacang Polong,263.0,18.0,15.0,14.0
3838,Koktail Udang Bumbu Jeruk,262.0,17.0,10.0,26.0
3839,"Salad Udang, Mentimun, dan Mangga",262.0,16.0,13.0,20.25
3840,Salad Restoran Steak dengan Saus Cabai Merah dan Kacang Tanah,262.0,25.0,13.0,11.25
3841,Biji salak,262.0,2.3,5.4,51.1
3842,Kentang Bulgaria,262.0,10.0,13.0,26.25
3843,"Arugula, Ceri Keemasan, Almond Marcona, dan Parmigiano-Reggiano",262.0,10.0,20.0,10.5
3844,Lentil India dan Selai Kacang Polong,262.0,10.0,12.0,28.5
3845,Sup Succotash dengan Crouton Lada Hitam,261.0,10.0,10.0,32.75
3846,Sup Jagung dengan Jalapeño Panggang dan Pure Peterseli,261.0,11.0,11.0,29.5
3847,Salad Kentang dan Makanan Laut dengan Tarragon,261.0,16.0,10.0,26.75
3848,Irisan Daging Sapi Dibumbui dengan Daun Bawang dan Lobak,261.0,26.0,12.0,12.25
3849,Ricotta Susu Domba Dibungkus Daun Anggur dengan Adas dan Zaitun,261.0,11.0,16.0,18.25
3850,Brokoli dengan Adas dan Paprika Merah,260.0,13.0,11.0,27.25
3851,"Dada Ayam dengan Daun Bawang, Jamur Shiitake, dan Tomat",260.0,22.0,14.0,11.5
3852,Deblo (Jawa Barat),260.0,2.0,15.0,53.0
3853,"Bruschetta dengan Arugula, Mozzarella Asap, dan Tomat",260.0,11.0,18.0,13.5
3854,Ayam Kung Pao,259.0,30.0,11.0,10.0
3855,Stew Daging Sapi Ranchero,259.0,28.0,11.0,12.0
3856,Roti Keju Cheddar dengan Dill,259.0,12.0,16.0,16.75
3857,"Ikan Kakap Merah Dibungkus Zucchini dengan Tomat, Jintan, dan Saus Jeruk",259.0,14.0,15.0,17.0
3858,Tiga salad kacang,259.0,12.0,12.0,25.75
3859,Bagian Bawah Artichoke Direbus dalam Minyak Zaitun dengan Bawang Putih dan Mint,258.0,10.0,13.0,25.25
3860,Kerang Bumbu Bakar dengan Glasir Jeruk-Kedelai,258.0,21.0,14.0,12.0
3861,Ikan lomak asin,258.0,40.3,2.3,18.9
3862,Burger sapi,258.0,10.6,9.5,32.5
3863,Kerang Isi Panggang,257.0,18.0,12.0,19.25
3864,"Casserole Kentang, Bawang Bombai, dan Seledri Lapis",257.0,11.0,10.0,30.75
3865,Udang dan Jagung dengan Kemangi,256.0,19.0,14.0,13.5
3866,Tamale Kerang dengan Pesto Jalapeño-Keju,256.0,11.0,12.0,26.0
3867,Tumis Kerang dengan Jahe,255.0,21.0,14.0,11.25
3868,"Sup Kacang Baby Lima dengan Sawi, Kacang Polong, dan Bawang",255.0,11.0,10.0,30.25
3869,"Dada Ayam Saffron dengan Pure Pea Inggris, Pea Shoot, dan Mint",254.0,10.0,17.0,15.25
3870,Nasi uduk,253.3,4.3,21.0,11.7
3871,Kerang dengan Saus Kari Kelapa,253.0,15.0,16.0,12.25
3872,Rémoulade Akar Seledri dan Kerang Laut Pan-Seared,253.0,11.0,18.0,11.75
3873,"Sup Kacang Buncis, Chard, dan Kacang Lima",252.0,15.0,16.0,12.0
3874,"Kacang Polong Panggang dengan Tarragon, Yogurt, dan Pistachio",252.0,10.0,16.0,17.0
3875,Ayam Jeruk dan Jahe,251.0,26.0,11.0,12.0
3876,Udang dengan Bawang Putih dan Remah Roti Panggang,251.0,18.0,12.0,17.75
3877,Telur ayam dadar,251.0,16.3,19.4,1.4
3878,Gratin Cheddar Kembang Kol dengan Remah Lobak,250.0,11.0,16.0,15.5
3879,Gratin Hijau,250.0,15.0,13.0,18.25
3880,Roti putih,248.0,8.0,1.2,50.0
3881,Empal daging goreng,248.0,36.2,6.9,10.1
3882,Kue timpan (Aceh),247.0,2.9,4.2,49.5
3883,"Tomat Isi Domba, Gaya Timur Tengah",247.0,13.0,16.0,12.75
3884,Telur Panggang dengan Zucchini Ragoût,247.0,14.0,12.0,20.75
3885,Aprikot Kering Berlapis Cognac dengan Yogurt Berbumbu Kayu Manis,246.0,12.0,10.0,27.0
3886,"Adas Serut, Artichoke, dan Salad Parmesan",246.0,10.0,17.0,13.25
3887,Ayam goreng pasundan (dada),246.0,37.9,9.0,0.7
3888,Rustic Meatloaf a la Perancis,245.0,17.0,15.0,10.5
3889,Ayam goreng pasundan (paha),245.0,33.1,11.4,0.3
3890,"Sup Bit Dingin dengan Buttermilk, Mentimun, dan Dill (Chlodnik)",244.0,12.0,14.0,17.5
3891,Ayam goreng sukabumi (dada),244.0,36.7,9.2,1.0
3892,Ikan dalam Saus Kacang Pinus,243.0,19.0,14.0,10.25
3893,Udang Palermo,243.0,17.0,11.0,19.0
3894,Tortilla ala Spanyol,243.0,14.0,13.0,17.5
3895,Ayam Panggang Aprikot-Mustard,243.0,15.0,12.0,18.75
3896,Krim Bayam dengan Crouton,242.0,11.0,14.0,18.0
3897,Tikka Udang dengan Chutney Mangga Segar,241.0,22.0,11.0,13.5
3898,Kue bugis,240.0,1.0,4.0,54.0
3899,Souffle Labu Musim Dingin,240.0,12.0,16.0,12.0
3900,Leupeut ketan,240.0,7.8,0.5,51.3
3901,Sayur tempe,240.0,6.0,2.7,49.3
3902,Bruschetta Salmon Asap dengan Salsa Tomat-Alpukat,239.0,10.0,13.0,20.5
3903,Jamur Shiitake Yu Bo dengan Daun Bawang,238.0,10.0,17.0,11.25
3904,Fillet Ikan Dijon,237.0,20.0,13.0,10.0
3905,Bulung sangu / Sayur rumput laut,237.0,14.7,0.2,56.0
3906,Kerang dengan Kentang Panggang,237.0,13.0,10.0,23.75
3907,Telur Gulung Cina,236.0,13.0,14.0,14.5
3908,Lasagna Jamur Liar,236.0,11.0,16.0,12.0
3909,"Halibut Dikukus dengan Jeruk, Tomat, dan Zaitun",236.0,10.0,11.0,24.25
3910,Chowder Kerang dengan Thyme Segar,235.0,17.0,10.0,19.25
3911,Es Krim Keju Mahon,235.0,10.0,14.0,17.25
3912,Sup Kacang Dingin dengan Minyak Herba,235.0,12.0,10.0,24.25
3913,Ayam Pedas dan Hominy Ragoût,235.0,12.0,13.0,17.5
3914,Kerang dalam Saus Bawang Putih,233.0,25.0,10.0,10.75
3915,Sagu Aren Segar,231.0,0.6,0.2,56.6
3916,Polenta Parmesan,231.0,11.0,10.0,24.25
3917,Sagu Kasbi Segar,230.0,0.6,0.2,56.5
3918,Salad Tuna dan Lobak Mediterania,229.0,20.0,12.0,10.25
3919,"Bisque Udang, Zucchini, dan Paprika Merah",229.0,14.0,13.0,14.0
3920,Makarel Panggang dengan Selai Tomat Pedas,227.0,17.0,12.0,12.75
3921,"Jamur Liar, Haricot Vert, dan Tumis Bawang Merah",227.0,12.0,10.0,22.25
3922,Salmon Panggang dengan Chutney Terong Kari dan Haricots Kukus Verts dan Kentang,227.0,16.0,10.0,18.25
3923,Sup Tomat Bumbu India Dingin dengan Daging Kepiting,226.0,14.0,12.0,15.5
3924,Bika ambon,225.7,3.0,0.3,52.9
3925,Burung punai goreng,224.0,26.2,11.3,4.4
3926,Kale dengan Acar Bawang Merah,224.0,10.0,12.0,19.0
3927,Shakshuka (Telur Panggang dengan Saus Tomat Pedas),224.0,11.0,11.0,20.25
3928,Sup Bawang Perancis,223.0,11.0,13.0,15.5
3929,Ikan yang Diasinkan Kedelai,222.0,21.0,10.0,12.0
3930,Salmon yang Diawetkan dengan Adas dan Salad Wortel,222.0,14.0,12.0,14.5
3931,Lemper,221.3,3.8,3.6,43.4
3932,Salad Sayuran Hijau,221.0,12.0,13.0,14.0
3933,"Kentang, Bayam, dan Feta Gratin",221.0,11.0,11.0,19.5
3934,Pisang goreng,220.0,2.3,2.3,6.3
3935,Sandwich Teh Salad Ayam dengan Almond Asap,220.0,10.0,13.0,15.75
3936,Bruschetta Keju Kambing Asparagus dengan Porcini Vinaigrette,219.0,10.0,13.0,15.5
3937,Pelepah manuk (NTT),219.0,19.7,13.6,4.4
3938,Stew Tahu Kimchi Pedas,218.0,13.0,14.0,10.0
3939,Misro,218.0,0.8,16.0,50.2
3940,Gurandil / Cenil,218.0,0.5,2.5,48.5
3941,Zucchini dan Saffron Vichyssoise dengan Kerang,217.0,11.0,11.0,18.5
3942,Klepon,214.0,5.4,5.4,40.2
3943,Setrup Sirup,213.0,0.0,0.0,55.0
3944,Udang Panggang dengan Saus Herba Bawang Putih-Herba,213.0,16.0,10.0,14.75
3945,Tumis Daging Sapi dengan Bawang Merah Karamel,213.0,15.0,10.0,15.75
3946,Jaje bulung (Bali),212.0,16.9,0.2,47.6
3947,Abon sapi,212.0,18.0,10.6,59.3
3948,"Tuna dengan Saus Jeruk, Jahe, dan Serai",211.0,15.0,12.0,10.75
3949,Combro,210.0,1.6,6.6,35.8
3950,Pepes ikan mas,209.0,15.2,11.3,11.8
3951,Lawar penja (Mandar),207.0,7.4,15.4,9.6
3952,Udang Provençale,205.0,17.0,10.0,11.75
3953,Kacang belimbing rebus,204.0,16.9,8.8,17.5
3954,Ikan cakalang asap,204.0,34.2,5.6,1.9
3955,Taco Tuna Segar,203.0,15.0,10.0,13.25
3956,Lele Kukus dalam Daun Pisang,203.0,14.0,11.0,12.0
3957,Ricotta Pantesca,202.0,10.0,11.0,15.75
3958,Martabak telur,200.0,8.9,5.1,29.5
3959,Sosis dan Tumis Sayuran Musim Panas,200.0,10.0,11.0,15.25
3960,Kue putu mayang,200.0,1.0,2.4,43.8
3961,Ikan cakalang asin,198.0,36.5,2.2,5.5
3962,Nasi likku (Bugis),196.0,14.5,8.3,15.9
3963,Geblek (Kulon Progo),195.0,0.4,1.7,44.4
3964,Telur bebek asin,195.0,13.6,13.6,1.4
3965,Rendang sapi,193.0,22.6,7.9,7.8
3966,Kalio telur,193.0,10.6,12.4,9.7
3967,Sup Tomat dan Kepiting,193.0,12.0,10.0,13.75
3968,Ikan asin kering,193.0,42.0,1.5,0.0
3969,Semur jengkol ,192.5,4.5,6.0,30.3
3970,Nasi gemuk (Jambi),192.0,3.8,8.8,24.4
3971,Gurame asam manis,192.0,12.7,10.1,12.7
3972,Buah gatep,191.0,4.5,1.5,39.7
3973,Daging asap,191.0,32.0,6.0,0.0
3974,Mie sagu,190.0,0.2,0.4,46.5
3975,Kue bantal,190.0,3.3,0.3,43.5
3976,Ikan mas goreng,188.0,19.3,12.2,0.0
3977,Sup Sayuran Musim Semi dan Kacang Lima,187.0,11.0,11.0,11.0
3978,Kue apem,186.7,1.6,1.6,39.6
3979,Ubi cilembu,186.0,1.9,0.2,44.3
3980,Ubi jalar sayur,184.0,1.4,0.3,22.5
3981,Kue mangkok,182.0,1.0,1.0,40.4
3982,Ketan hitam kukus,181.0,4.0,1.2,37.3
3983,Ketan hitam ,181.0,4.0,1.2,37.3
3984,Buah lepok / ubi rumput,181.0,2.8,1.2,39.8
3985,Kue talam,180.0,5.0,5.0,32.0
3986,Sate Penyu ,179.0,22.5,3.5,13.3
3987,Nasi putih,178.0,2.1,0.1,40.6
3988,Gulai pliek (Aceh),176.0,7.3,14.9,3.2
3989,Jagung rebus,175.0,1.8,1.8,35.0
3990,Lawar babi,174.0,17.0,10.0,3.0
3991,Singkong Tape,173.0,0.5,0.1,42.5
3992,Tape ketan putih,172.0,3.0,0.5,37.5
3993,Tapai Ketan Putih,172.0,3.0,0.5,37.5
3994,Getuk lindri,171.4,4.0,4.0,32.0
3995,Pindang ikan benggol,170.0,31.0,4.2,0.0
3996,Tapai Singkong,169.0,1.4,0.3,40.2
3997,Teriyaki ayam,168.0,13.0,9.6,7.5
3998,Laksa,166.3,2.7,3.9,29.5
3999,Tapai Ketan Hitam,166.0,3.8,1.0,34.4
4000,Tape ketan hitam,166.0,3.8,1.0,34.4
4001,Ubi Jalar Kukus,165.0,0.9,0.2,39.8
4002,Kambose / Jagung rebus (Muna),164.0,3.0,2.4,32.6
4003,Lopis,163.3,2.8,2.2,33.0
4004,Ketan putih kukus,163.0,3.0,0.4,35.7
4005,Kalio jeroan,163.0,16.5,9.0,4.1
4006,Kue putri selat,163.0,2.2,6.5,23.8
4007,Ketan putih,163.0,3.0,0.4,35.7
4008,Kacang bogor rebus,161.0,7.7,2.8,27.1
4009,Ubi jalar goreng ,160.0,3.7,1.3,55.3
4010,Gudeg,160.0,3.3,9.2,16.0
4011,Lawara jangang,159.0,5.0,10.9,10.1
4012,Barongko (Sulawesi Selatan),159.0,3.1,5.8,23.5
4013,Pindang ikan banjar,157.0,28.0,4.2,0.0
4014,Kalio otak,157.0,8.1,8.8,11.4
4015,Es krim santan,156.7,3.0,1.7,32.7
4016,Ikan asin peda (Banjar),156.0,28.0,4.0,0.0
4017,Tinutuan (Manado),156.0,2.3,0.2,15.6
4018,Grontol jagung,156.0,2.7,1.3,33.3
4019,Cakalang asar (Papua),155.0,20.1,3.8,10.2
4020,Bihun goreng,154.0,3.0,4.5,25.5
4021,Singkong kukus,153.0,1.2,0.3,36.4
4022,Pindang ikan layang,153.0,30.0,2.8,0.0
4023,Rujak Cingur,153.0,11.3,8.4,8.0
4024,Es mambo,152.0,0.0,0.0,37.6
4025,Ikan papuyu bakar,152.0,17.6,6.1,6.7
4026,Teriyaki sapi,151.0,8.6,3.1,22.3
4027,Nasi merah,149.0,2.8,0.4,32.5
4028,Tumis jagung muda,148.9,10.4,10.4,20.1
4029,Gulai ikan paya,148.0,10.0,9.8,5.0
4030,Tahu Takwa,148.0,13.8,8.5,4.0
4031,Ikan lais bakar,147.0,17.5,6.5,5.4
4032,Karedok,146.7,5.9,5.9,19.7
4033,Tempe lamtoro ,146.0,11.7,2.3,19.6
4034,Ikan asar merah,146.0,17.7,5.9,5.6
4035,Singkong Kukus,146.0,1.2,0.3,34.7
4036,Pisang ketip,145.0,1.1,0.3,34.5
4037,Ikan selar kuning,145.0,27.0,2.3,0.0
4038,Markisa ,144.0,3.5,1.2,29.8
4039,Kacang merah rebus,144.0,10.0,1.0,24.7
4040,Ikan patin bakar,144.0,17.5,6.3,4.3
4041,Woku Ubi,143.0,3.1,7.8,15.0
4042,Tempe lamtoro,142.0,11.0,2.5,20.4
4043,Pindang ikan selar kecil,142.0,27.0,3.0,0.0
4044,Kacang tolo / kacang tunggak rebus,138.0,10.7,1.1,22.6
4045,Sayur batang teratai,137.0,4.3,4.8,19.1
4046,Soto Betawi ,135.0,2.5,8.8,11.5
4047,Pisang oli,134.0,1.1,0.5,35.5
4048,Papais,133.8,3.0,1.6,27.0
4049,Mangga manalagi,133.0,1.0,0.1,32.1
4050,Yakiniku sapi,132.0,9.8,1.1,20.7
4051,Gulai tiram,132.0,9.0,7.2,7.8
4052,Pepes oncom dan kacang tanah,132.0,12.7,3.8,13.7
4053,Usus sapi,130.0,14.0,7.2,1.5
4054,Kopi instan,129.0,12.3,0.5,35.0
4055,Wajik,129.0,1.9,6.6,15.6
4056,Ikan belida bakar,128.0,18.0,3.0,7.2
4057,Muntahu,128.0,8.0,10.0,1.3
4058,Soto Dengan Daging,127.5,2.6,9.4,8.3
4059,Pisang gapi,127.0,2.1,0.3,31.1
4060,Pisang mas,127.0,1.4,0.2,33.6
4061,Soto Padang ,127.0,5.9,6.6,11.0
4062,Kue pacar cina,126.7,0.7,0.7,57.3
4063,Urap / Anyang,126.0,3.4,7.9,10.3
4064,Buras,125.7,3.3,1.9,23.9
4065,Pindang ikan kenari,124.0,9.5,9.6,0.0
4066,Kalio kikil,122.0,13.8,5.7,3.9
4067,Santan (Dengan Air),122.0,2.0,10.0,7.6
4068,Ikan mujair pepes,121.0,21.7,2.8,0.8
4069,Umbi Ubi Kelapa,120.0,2.8,0.5,82.3
4070,Tim (Nasi Tim),120.0,2.4,0.4,26.0
4071,Buah kawista,120.0,3.5,2.5,20.8
4072,Tales Kukus,120.0,1.5,0.3,28.2
4073,Talas Bogor Kukus,120.0,1.5,0.3,28.2
4074,Pisang raja,120.0,1.2,0.2,31.8
4075,Pisang ayam,120.0,1.1,0.2,26.8
4076,Tempe bungkil / Bongkrek,119.0,4.4,3.5,18.3
4077,Pisang raja sereh,118.0,1.2,0.2,31.1
4078,Soto Tanpa Daging ,117.1,0.4,8.6,9.6
4079,Pisang hijau,117.0,2.0,0.3,28.9
4080,Bekasam (Sumatera Selatan),116.0,11.9,4.9,6.1
4081,Pisang goroho,115.0,1.9,0.2,27.9
4082,Ongol-ongol,115.0,1.5,6.0,14.0
4083,Ubi jalar rebus,114.0,1.4,9.6,25.6
4084,Mie aceh,113.0,3.0,3.2,18.1
4085,Pisang talas,113.0,1.2,0.2,26.7
4086,Sayur ares (Lombok),113.0,0.9,7.2,11.2
4087,Buah rukam,113.0,0.8,0.3,26.8
4088,Sawo kecik,111.0,0.9,2.3,21.6
4089,Kelengkeng,110.0,1.4,2.1,21.4
4090,Gulai ikan keumamah (Aceh),110.0,5.9,8.2,3.2
4091,Kadada katembe / Sayur daun kelor (Muna),110.0,4.5,6.9,7.1
4092,Soto Banjar ,110.0,2.9,9.5,3.2
4093,Ketupat tahu,109.6,2.6,2.6,18.6
4094,Pisang kepok,109.0,0.8,0.5,26.3
4095,Kacang hijau rebus,109.0,8.7,0.5,18.3
4096,Jangang bintatoeng (Sulawesi),107.0,5.3,2.2,16.5
4097,Batar Da'an (Timor),107.0,2.2,2.2,19.6
4098,Buntil,106.0,4.4,6.3,7.9
4099,Gulai ikan,106.0,16.5,3.3,2.5
4100,Mie pangsit,105.0,5.9,4.9,9.4
4101,Mie celor (Palembang),102.0,3.0,2.1,17.8
4102,Camme Tuttu / Sayur daun singkong (Makassar),102.0,3.2,6.0,8.7
4103,Tumis bayam dan oncom,102.0,3.7,6.7,6.9
4104,Ubi Kelapa,101.0,2.0,0.2,19.8
4105,Pisang kayu,100.0,1.4,0.5,23.6
4106,Pisang ambon,99.0,1.2,0.2,25.8
4107,Tapai Beras,99.0,1.7,0.3,22.4
4108,Pisang lampung,99.0,1.3,0.2,25.6
4109,Asinan bogor,98.0,3.9,2.6,14.8
4110,Pisang rotan,98.0,1.3,1.2,20.5
4111,Buah embacang,98.0,1.4,0.2,25.4
4112,Capcay,97.0,5.8,6.3,4.2
4113,Markisa,97.0,2.2,0.7,23.38
4114,Pisang kidang,96.0,1.0,0.2,22.5
4115,Siomay,95.3,4.4,2.2,14.4
4116,Soto Pekalongan ,94.0,3.0,6.8,5.1
4117,Nangka,94.0,1.47,0.3,24.01
4118,Sawo manila,92.0,0.5,1.1,22.4
4119,Soto Jeroan ,92.0,11.8,4.3,1.4
4120,Matoa,90.0,1.2,0.1,21.1
4121,Suweg Kukus,90.0,1.5,0.1,21.9
4122,Pisang,89.0,1.09,0.33,22.84
4123,Ikan mujair segar,89.0,18.7,1.0,0.0
4124,Sop Saudara ,89.0,7.2,5.0,3.9
4125,Sepi ,88.0,7.9,1.6,10.6
4126,Shabu-Shabu,88.0,3.2,8.0,0.8
4127,Taoge Goreng,88.0,3.2,2.1,14.0
4128,Parede bale (Bugis),87.0,10.5,2.5,5.5
4129,Salak pondoh,87.0,0.8,0.4,20.1
4130,Buah merah papua,87.0,2.6,2.7,13.1
4131,Mangga kwini,86.0,0.7,0.5,19.8
4132,Buah kokosan (Tasikmalaya),86.0,1.6,0.2,13.0
4133,Soto Sulung ,86.0,2.3,8.5,0.0
4134,Alpukat,85.0,0.9,6.5,7.7
4135,Coto makassar,84.0,6.0,6.0,1.4
4136,Tedong Pallu Basa ,83.0,10.4,3.4,2.8
4137,Delima,83.0,1.67,1.17,18.7
