,Food,Carbohydrates,Protein,Fats,Energy,Category
2564,Ricotta Susu Domba Dibungkus Daun Anggur dengan Adas dan Zaitun,18.25,11.0,16.0,261.0,Lauk
2565,Brokoli dengan Adas dan Paprika Merah,27.25,13.0,11.0,260.0,Sayur
2566,"Dada Ayam dengan Daun Bawang, Jamur Shiitake, dan Tomat",11.5,22.0,14.0,260.0,Lauk
2567,Deblo (Jawa Barat),53.0,2.0,15.0,260.0,Jajanan
2568,"Bruschetta dengan Arugula, Mozzarella Asap, dan Tomat",13.5,11.0,18.0,260.0,Masakan Barat
2569,Ayam Kung Pao,10.0,30.0,11.0,259.0,Lauk
2570,Stew Daging Sapi Ranchero,12.0,28.0,11.0,259.0,Masakan Barat
2571,Roti Keju Cheddar dengan Dill,16.75,12.0,16.0,259.0,Sandwich
2572,"Ikan Kakap Merah Dibungkus Zucchini dengan Tomat, Jintan, dan Saus Jeruk",17.0,14.0,15.0,259.0,Masakan Barat
2573,Tiga salad kacang,25.75,12.0,12.0,259.0,Salad
2574,Bagian Bawah Artichoke Direbus dalam Minyak Zaitun dengan Bawang Putih dan Mint,25.25,10.0,13.0,258.0,Masakan Barat
2575,Kerang Bumbu Bakar dengan Glasir Jeruk-Kedelai,12.0,21.0,14.0,258.0,Lauk
2576,Ikan lomak asin,18.9,40.3,2.3,258.0,Lauk
2577,Burger sapi,32.5,10.6,9.5,258.0,Masakan Barat
2578,Kerang Isi Panggang,19.25,18.0,12.0,257.0,Lauk
2579,"Casserole Kentang, Bawang Bombai, dan Seledri Lapis",30.75,11.0,10.0,257.0,Masakan Barat
2580,Udang dan Jagung dengan Kemangi,13.5,19.0,14.0,256.0,Masakan Barat
2581,Tamale Kerang dengan Pesto Jalapeño-Keju,26.0,11.0,12.0,256.0,Masakan Barat
2582,Tumis Kerang dengan Jahe,11.25,21.0,14.0,255.0,Lauk
2583,"Sup Kacang Baby Lima dengan Sawi, Kacang Polong, dan Bawang",30.25,11.0,10.0,255.0,Masakan Barat
2584,Yangko,58.1,3.0,1.1,254.0,Makanan Ringan
2585,"Dada Ayam Saffron dengan Pure Pea Inggris, Pea Shoot, dan Mint",15.25,10.0,17.0,254.0,Lauk
2586,Nasi uduk,11.7,4.3,21.0,253.3,Masakan Indonesia
2587,Kerang dengan Saus Kari Kelapa,12.25,15.0,16.0,253.0,Lauk
2588,Rémoulade Akar Seledri dan Kerang Laut Pan-Seared,11.75,11.0,18.0,253.0,Lauk
2589,"Sup Kacang Buncis, Chard, dan Kacang Lima",12.0,15.0,16.0,252.0,Sayur
2590,"Kacang Polong Panggang dengan Tarragon, Yogurt, dan Pistachio",17.0,10.0,16.0,252.0,Sayur
2591,Ayam Jeruk dan Jahe,12.0,26.0,11.0,251.0,Lauk
2592,Udang dengan Bawang Putih dan Remah Roti Panggang,17.75,18.0,12.0,251.0,Lauk
2593,Telur ayam dadar,1.4,16.3,19.4,251.0,Lauk
2594,Gratin Cheddar Kembang Kol dengan Remah Lobak,15.5,11.0,16.0,250.0,Masakan Barat
2595,Gratin Hijau,18.25,15.0,13.0,250.0,Masakan Barat
2596,Brem,58.0,3.4,0.4,249.0,Makanan ringan
2597,Roti warna sawo matang,49.7,7.9,1.5,249.0,Karbohidrat
2598,Roti putih,50.0,8.0,1.2,248.0,Karbohidrat
2599,Empal daging goreng,10.1,36.2,6.9,248.0,Lauk
2600,Kue timpan (Aceh),49.5,2.9,4.2,247.0,Jajanan
2601,"Tomat Isi Domba, Gaya Timur Tengah",12.75,13.0,16.0,247.0,Masakan Timur Tengah
2602,Telur Panggang dengan Zucchini Ragoût,20.75,14.0,12.0,247.0,Lauk
2603,Aprikot Kering Berlapis Cognac dengan Yogurt Berbumbu Kayu Manis,27.0,12.0,10.0,246.0,Makanan penutup
2604,"Adas Serut, Artichoke, dan Salad Parmesan",13.25,10.0,17.0,246.0,Salad
2605,Ayam goreng pasundan (dada),0.7,37.9,9.0,246.0,Lauk
2606,Rustic Meatloaf a la Perancis,10.5,17.0,15.0,245.0,Lauk
2607,Ayam goreng pasundan (paha),0.3,33.1,11.4,245.0,Lauk
2608,"Sup Bit Dingin dengan Buttermilk, Mentimun, dan Dill (Chlodnik)",17.5,12.0,14.0,244.0,Masakan Barat
2609,Ayam goreng sukabumi (dada),1.0,36.7,9.2,244.0,Lauk
2610,Ikan dalam Saus Kacang Pinus,10.25,19.0,14.0,243.0,Lauk
2611,Udang Palermo,19.0,17.0,11.0,243.0,Lauk
2612,Pempek kulit,39.1,5.2,7.3,243.0,Masakan Indonesia
2613,Tortilla ala Spanyol,17.5,14.0,13.0,243.0,Masakan Barat
2614,Ayam Panggang Aprikot-Mustard,18.75,15.0,12.0,243.0,Lauk
2615,Krim Bayam dengan Crouton,18.0,11.0,14.0,242.0,Masakan Barat
2616,Tikka Udang dengan Chutney Mangga Segar,13.5,22.0,11.0,241.0,Masakan Asia
2617,Kue bugis,54.0,1.0,4.0,240.0,Jajanan
2618,Souffle Labu Musim Dingin,12.0,12.0,16.0,240.0,Masakan Barat
2619,Leupeut ketan,51.3,7.8,0.5,240.0,Karbohidrat
2620,Sayur tempe,49.3,6.0,2.7,240.0,Sayur
2621,Bruschetta Salmon Asap dengan Salsa Tomat-Alpukat,20.5,10.0,13.0,239.0,Masakan Barat
2622,Jamur Shiitake Yu Bo dengan Daun Bawang,11.25,10.0,17.0,238.0,Sayur
2623,Fillet Ikan Dijon,10.0,20.0,13.0,237.0,Lauk
2624,Bulung sangu / Sayur rumput laut,56.0,14.7,0.2,237.0,Sayur
2625,Kerang dengan Kentang Panggang,23.75,13.0,10.0,237.0,Lauk
2626,Telur Gulung Cina,14.5,13.0,14.0,236.0,Lauk
2627,Lasagna Jamur Liar,12.0,11.0,16.0,236.0,Pasta
2628,"Halibut Dikukus dengan Jeruk, Tomat, dan Zaitun",24.25,10.0,11.0,236.0,Lauk
2629,Chowder Kerang dengan Thyme Segar,19.25,17.0,10.0,235.0,Masakan Barat
2630,Es Krim Keju Mahon,17.25,10.0,14.0,235.0,Makanan penutup
2631,Sup Kacang Dingin dengan Minyak Herba,24.25,12.0,10.0,235.0,Masakan Barat
2632,Ayam Pedas dan Hominy Ragoût,17.5,12.0,13.0,235.0,Lauk
2633,Kerang dalam Saus Bawang Putih,10.75,25.0,10.0,233.0,Lauk
2634,Sagu Aren Segar,56.6,0.6,0.2,231.0,Masakan Indonesia
2635,Polenta Parmesan,24.25,11.0,10.0,231.0,Masakan Barat
2636,Sagu Kasbi Segar,56.5,0.6,0.2,230.0,Masakan Indonesia
2637,Salad Tuna dan Lobak Mediterania,10.25,20.0,12.0,229.0,Salad
2638,"Bisque Udang, Zucchini, dan Paprika Merah",14.0,14.0,13.0,229.0,Masakan Barat
2639,Makarel Panggang dengan Selai Tomat Pedas,12.75,17.0,12.0,227.0,Lauk
2640,"Jamur Liar, Haricot Vert, dan Tumis Bawang Merah",22.25,12.0,10.0,227.0,Sayur
2641,Salmon Panggang dengan Chutney Terong Kari dan Haricots Kukus Verts dan Kentang,18.25,16.0,10.0,227.0,Masakan Barat
2642,Sup Tomat Bumbu India Dingin dengan Daging Kepiting,15.5,14.0,12.0,226.0,Masakan Asia
2643,Bika ambon,52.9,3.0,0.3,225.7,Jajanan
2644,Burung punai goreng,4.4,26.2,11.3,224.0,Lauk
2645,Kale dengan Acar Bawang Merah,19.0,10.0,12.0,224.0,Sayur
2646,Shakshuka (Telur Panggang dengan Saus Tomat Pedas),20.25,11.0,11.0,224.0,Masakan Barat
2647,Sup Bawang Perancis,15.5,11.0,13.0,223.0,Masakan Barat
2648,Ikan yang Diasinkan Kedelai,12.0,21.0,10.0,222.0,Masakan Asia
2649,Salmon yang Diawetkan dengan Adas dan Salad Wortel,14.5,14.0,12.0,222.0,Salad
2650,Lemper,43.4,3.8,3.6,221.3,Jajanan
2651,Salad Sayuran Hijau,14.0,12.0,13.0,221.0,Salad
2652,"Kentang, Bayam, dan Feta Gratin",19.5,11.0,11.0,221.0,Masakan Barat
2653,Kue sus,24.8,7.5,10.2,221.0,Jajanan
2654,Pisang goreng,6.3,2.3,2.3,220.0,Buah
2655,Sandwich Teh Salad Ayam dengan Almond Asap,15.75,10.0,13.0,220.0,Sandwich
2656,Bruschetta Keju Kambing Asparagus dengan Porcini Vinaigrette,15.5,10.0,13.0,219.0,Masakan Barat
2657,Pelepah manuk (NTT),4.4,19.7,13.6,219.0,Masakan Indonesia
2658,Stew Tahu Kimchi Pedas,10.0,13.0,14.0,218.0,Masakan Asia
2659,Misro,50.2,0.8,16.0,218.0,Jajanan
2660,Gurandil / Cenil,48.5,0.5,2.5,218.0,Jajanan
2661,Zucchini dan Saffron Vichyssoise dengan Kerang,18.5,11.0,11.0,217.0,Masakan Barat
2662,Kue putu singkong,53.2,1.2,0.5,217.0,Jajanan
2663,Markisa squash,49.6,2.5,1.0,217.0,Minuman
2664,Klepon,40.2,5.4,5.4,214.0,Jajanan
2665,Setrup Sirup,55.0,0.0,0.0,213.0,Minuman
2666,Udang Panggang dengan Saus Herba Bawang Putih-Herba,14.75,16.0,10.0,213.0,Lauk
2667,Sirup,55.0,0.0,0.0,213.0,Minuman
2668,Tumis Daging Sapi dengan Bawang Merah Karamel,15.75,15.0,10.0,213.0,Lauk
2669,Jaje bulung (Bali),47.6,16.9,0.2,212.0,Jajanan
2670,Ketupat ketan,38.6,4.0,4.6,212.0,Karbohidrat
2671,Tempe kacang belimbing,12.9,17.5,10.0,212.0,Lauk
2672,Abon sapi,59.3,18.0,10.6,212.0,Lauk
2673,"Tuna dengan Saus Jeruk, Jahe, dan Serai",10.75,15.0,12.0,211.0,Lauk
2674,Pempek kelesan,26.6,12.3,6.1,211.0,Masakan Indonesia
2675,Combro,35.8,1.6,6.6,210.0,Jajanan
2676,Es krim,20.6,4.0,12.5,210.0,Jajanan
2677,Pepes ikan mas,11.8,15.2,11.3,209.0,Lauk
2678,Lawar penja (Mandar),9.6,7.4,15.4,207.0,Masakan Indonesia
2679,Nasi minyak,37.1,3.5,5.0,207.0,Masakan Indonesia
2680,Udang Provençale,11.75,17.0,10.0,205.0,Lauk
2681,Getuk singkong,47.4,0.5,1.4,204.0,Jajanan
2682,Kacang belimbing rebus,17.5,16.9,8.8,204.0,Karbohidrat
2683,Ikan cakalang asap,1.9,34.2,5.6,204.0,Lauk
2684,Taco Tuna Segar,13.25,15.0,10.0,203.0,Masakan Barat
2685,Lele Kukus dalam Daun Pisang,12.0,14.0,11.0,203.0,Masakan Asia
2686,Ricotta Pantesca,15.75,10.0,11.0,202.0,Salad
2687,Martabak telur,29.5,8.9,5.1,200.0,Jajanan
2688,Sosis dan Tumis Sayuran Musim Panas,15.25,10.0,11.0,200.0,Sayur
2689,Kue putu mayang,43.8,1.0,2.4,200.0,Jajanan
2690,Ikan cakalang asin,5.5,36.5,2.2,198.0,Lauk
2691,Nasi likku (Bugis),15.9,14.5,8.3,196.0,Masakan Indonesia
2692,Geblek (Kulon Progo),44.4,0.4,1.7,195.0,Makanan ringan
2693,Telur bebek asin,1.4,13.6,13.6,195.0,Lauk
2694,Rendang sapi,7.8,22.6,7.9,193.0,Masakan Indonesia
2695,Kalio telur,9.7,10.6,12.4,193.0,Lauk
2696,Sup Tomat dan Kepiting,13.75,12.0,10.0,193.0,Masakan Barat
2697,Ikan asin kering,0.0,42.0,1.5,193.0,Lauk
2698,Semur jengkol ,30.3,4.5,6.0,192.5,Sayur
2699,Nasi gemuk (Jambi),24.4,3.8,8.8,192.0,Masakan Indonesia
2700,Gurame asam manis,12.7,12.7,10.1,192.0,Lauk
2701,Buah gatep,39.7,4.5,1.5,191.0,Buah
2702,Daging asap,0.0,32.0,6.0,191.0,Lauk
2703,Mie sagu,46.5,0.2,0.4,190.0,Masakan Indonesia
2704,Nasi gurih,26.0,4.7,7.5,190.0,Masakan Indonesia
2705,Kue bantal,43.5,3.3,0.3,190.0,Jajanan
2706,Kacang kedelai rebus,12.7,20.2,8.2,189.0,Karbohidrat
2707,Tumis bandeng,0.6,11.3,15.7,189.0,Sayur
2708,Ikan mas goreng,0.0,19.3,12.2,188.0,Lauk
2709,Sup Sayuran Musim Semi dan Kacang Lima,11.0,11.0,11.0,187.0,Masakan Barat
2710,Kue apem,39.6,1.6,1.6,186.7,Jajanan
2711,Ubi cilembu,44.3,1.9,0.2,186.0,Jajanan
2712,Botok lamtoro,13.0,11.7,9.7,186.0,Lauk
2713,Ubi jalar sayur,22.5,1.4,0.3,184.0,Sayur
2714,Sapi daging asap,0.0,32.0,6.0,182.0,Lauk
2715,Kue mangkok,40.4,1.0,1.0,182.0,Jajanan
2716,Ketan hitam kukus,37.3,4.0,1.2,181.0,Karbohidrat
2717,Ketan hitam ,37.3,4.0,1.2,181.0,Karbohidrat
2718,Buah lepok / ubi rumput,39.8,2.8,1.2,181.0,Buah
2719,Kue talam,32.0,5.0,5.0,180.0,Jajanan
2720,Nasi,39.8,3.0,0.3,180.0,Karbohidrat
2721,Sate Penyu ,13.3,22.5,3.5,179.0,Masakan Indonesia
2722,Sayur garu,10.6,2.6,13.9,178.0,Sayur
2723,Nasi putih,40.6,2.1,0.1,178.0,Karbohidrat
2724,Gulai pliek (Aceh),3.2,7.3,14.9,176.0,Masakan Indonesia
2725,Jagung rebus,35.0,1.8,1.8,175.0,Karbohidrat
2726,Lawar babi,3.0,17.0,10.0,174.0,Lauk
2727,Singkong Tape,42.5,0.5,0.1,173.0,Masakan Indonesia
2728,Pempek tenggiri,33.4,7.2,1.2,173.0,Masakan Indonesia
2729,Tape ketan putih,37.5,3.0,0.5,172.0,Karbohidrat
2730,Tapai Ketan Putih,37.5,3.0,0.5,172.0,Masakan Indonesia
2731,Getuk lindri,32.0,4.0,4.0,171.4,Jajanan
2732,Pindang ikan benggol,0.0,31.0,4.2,170.0,Lauk
2733,Tapai Singkong,40.2,1.4,0.3,169.0,Masakan Indonesia
2734,Teriyaki ayam,7.5,13.0,9.6,168.0,Masakan Asia
2735,Bubur sagu,33.0,0.2,4.0,167.0,Karbohidrat
2736,Laksa,29.5,2.7,3.9,166.3,Masakan Indonesia
2737,Sarimuka,32.9,2.3,2.8,166.0,Masakan Indonesia
2738,Tapai Ketan Hitam,34.4,3.8,1.0,166.0,Masakan Indonesia
2739,Tape ketan hitam,34.4,3.8,1.0,166.0,Karbohidrat
2740,Ubi Jalar Kukus,39.8,0.9,0.2,165.0,Masakan Indonesia
2741,Lupis ketan,34.5,1.8,2.1,164.0,Jajanan
2742,Kambose / Jagung rebus (Muna),32.6,3.0,2.4,164.0,Karbohidrat
2743,Lopis,33.0,2.8,2.2,163.3,Jajanan
2744,Ketan putih kukus,35.7,3.0,0.4,163.0,Karbohidrat
2745,Kalio jeroan,4.1,16.5,9.0,163.0,Lauk
2746,Kue putri selat,23.8,2.2,6.5,163.0,Jajanan
2747,Ketan putih,35.7,3.0,0.4,163.0,Karbohidrat
2748,Pempek adaan,27.8,4.9,3.0,162.0,Masakan Indonesia
2749,Kacang bogor rebus,27.1,7.7,2.8,161.0,Karbohidrat
2750,Ubi jalar goreng ,55.3,3.7,1.3,160.0,Karbohidrat
2751,Gudeg,16.0,3.3,9.2,160.0,Masakan Indonesia
2752,Susu Kerbau,7.1,6.3,12.0,160.0,Minuman
2753,Lawara jangang,10.1,5.0,10.9,159.0,Masakan Indonesia
2754,Barongko (Sulawesi Selatan),23.5,3.1,5.8,159.0,Masakan Indonesia
2755,Pindang ikan banjar,0.0,28.0,4.2,157.0,Lauk
2756,Kalio otak,11.4,8.1,8.8,157.0,Lauk
2757,Es krim santan,32.7,3.0,1.7,156.7,Jajanan
2758,Ikan asin peda (Banjar),0.0,28.0,4.0,156.0,Lauk
2759,Tinutuan (Manado),15.6,2.3,0.2,156.0,Masakan Indonesia
2760,Grontol jagung,33.3,2.7,1.3,156.0,Jajanan
2761,Cakalang asar (Papua),10.2,20.1,3.8,155.0,Masakan Indonesia
2762,Nasi rames,19.1,10.3,4.2,155.0,Masakan Indonesia
2763,Bihun goreng,25.5,3.0,4.5,154.0,Lauk
2764,Ketoprak,13.0,7.9,7.7,153.0,Masakan Indonesia
2765,Singkong kukus,36.4,1.2,0.3,153.0,Karbohidrat
2766,Pindang ikan layang,0.0,30.0,2.8,153.0,Lauk
2767,Rujak Cingur,8.0,11.3,8.4,153.0,Masakan Indonesia
2768,Es mambo,37.6,0.0,0.0,152.0,Jajanan
2769,Ikan papuyu bakar,6.7,17.6,6.1,152.0,Lauk
2770,Pempek kapal selam,28.2,4.5,2.3,152.0,Masakan Indonesia
2771,Teriyaki sapi,22.3,8.6,3.1,151.0,Masakan Asia
2772,Nasi merah,32.5,2.8,0.4,149.0,Karbohidrat
2773,Tumis jagung muda,20.1,10.4,10.4,148.9,Sayur
2774,Gulai ikan paya,5.0,10.0,9.8,148.0,Lauk
2775,Tahu Takwa,4.0,13.8,8.5,148.0,Makanan Ringan
2776,Kacang gude rebus,27.5,9.0,0.5,147.0,Karbohidrat
2777,Ikan lais bakar,5.4,17.5,6.5,147.0,Lauk
2778,Karedok,19.7,5.9,5.9,146.7,Masakan Indonesia
2779,Tempe lamtoro ,19.6,11.7,2.3,146.0,Masakan Indonesia
2780,Ikan asar merah,5.6,17.7,5.9,146.0,Lauk
2781,Singkong Kukus,34.7,1.2,0.3,146.0,Masakan Indonesia
2782,Pisang ketip,34.5,1.1,0.3,145.0,Buah
2783,Ikan selar kuning,0.0,27.0,2.3,145.0,Masakan Indonesia
2784,Ikan baung bakar,5.2,17.8,5.8,144.0,Lauk
2785,Markisa ,29.8,3.5,1.2,144.0,Buah
2786,Kacang merah rebus,24.7,10.0,1.0,144.0,Karbohidrat
2787,Getuk pisang,34.1,1.1,0.4,144.0,Jajanan
2788,Ikan patin bakar,4.3,17.5,6.3,144.0,Lauk
2789,Woku Ubi,15.0,3.1,7.8,143.0,Masakan Indonesia
2790,Gulai pakis,6.0,4.0,11.4,143.0,Sayur
2791,Jagung muda rebus,30.3,5.0,0.7,142.0,Karbohidrat
2792,Tempe lamtoro,20.4,11.0,2.5,142.0,Lauk
2793,Pindang ikan selar kecil,0.0,27.0,3.0,142.0,Lauk
2794,Buntil daun talas,8.0,4.4,10.2,141.0,Masakan Indonesia
2795,Brongkos,12.6,15.3,3.3,141.0,Sayur
2796,Tempe koro benguk,23.2,10.2,1.3,141.0,Lauk
2797,Spaghetti,22.6,7.4,2.1,139.0,Masakan Indonesia
2798,Susu Kental Tak Manis,9.9,7.0,7.9,138.0,Minuman
2799,Kacang tolo / kacang tunggak rebus,22.6,10.7,1.1,138.0,Karbohidrat
2800,Sayur batang teratai,19.1,4.3,4.8,137.0,Masakan Indonesia
2801,Gado-gado,21.0,6.1,3.2,137.0,Masakan Indonesia
2802,Soto Betawi ,11.5,2.5,8.8,135.0,Masakan Indonesia
2803,Durian,28.0,2.5,3.0,134.0,Buah
2804,Pisang oli,35.5,1.1,0.5,134.0,Buah
2805,Papais,27.0,3.0,1.6,133.8,Jajanan
2806,Sayur kohu-kohu,11.2,7.3,6.6,133.0,Sayur
2807,Mangga manalagi,32.1,1.0,0.1,133.0,Buah
2808,Yakiniku sapi,20.7,9.8,1.1,132.0,Masakan Asia
2809,Gulai tiram,7.8,9.0,7.2,132.0,Lauk
2810,Pepes oncom dan kacang tanah,13.7,12.7,3.8,132.0,Lauk
2811,Teh,67.8,19.5,0.7,132.0,Minuman
2812,Usus sapi,1.5,14.0,7.2,130.0,Lauk
2813,Kopi instan,35.0,12.3,0.5,129.0,Minuman
2814,Wajik,15.6,1.9,6.6,129.0,Jajanan
2815,Ikan belida bakar,7.2,18.0,3.0,128.0,Lauk
2816,Muntahu,1.3,8.0,10.0,128.0,Masakan Indonesia
2817,Soto Dengan Daging,8.3,2.6,9.4,127.5,Masakan Indonesia
2818,Pisang gapi,31.1,2.1,0.3,127.0,Buah
2819,Pisang mas,33.6,1.4,0.2,127.0,Buah
2820,Soto Padang ,11.0,5.9,6.6,127.0,Masakan Indonesia
2821,Pisang mas bali,31.8,1.4,0.2,127.0,Buah
2822,Kue pacar cina,57.3,0.7,0.7,126.7,Jajanan
2823,Sate Usus ,1.3,14.0,7.3,126.7,Masakan Indonesia
2824,Urap / Anyang,10.3,3.4,7.9,126.0,Masakan Indonesia
2825,Tempuyak,25.7,1.1,2.2,126.0,Masakan Indonesia
2826,Gulai kambing,6.2,4.2,9.4,126.0,Lauk
2827,Buras,23.9,3.3,1.9,125.7,Karbohidrat
2828,Pindang ikan kenari,0.0,9.5,9.6,124.0,Lauk
2829,Kalio kikil,3.9,13.8,5.7,122.0,Lauk
2830,Santan (Dengan Air),7.6,2.0,10.0,122.0,Masakan Indonesia
2831,Ikan mujair pepes,0.8,21.7,2.8,121.0,Lauk
2832,Umbi Ubi Kelapa,82.3,2.8,0.5,120.0,Makanan Ringan
2833,Tim (Nasi Tim),26.0,2.4,0.4,120.0,Masakan Indonesia
2834,Buah kawista,20.8,3.5,2.5,120.0,Buah
2835,Tales Kukus,28.2,1.5,0.3,120.0,Masakan Indonesia
2836,Nasi tim,26.0,2.4,0.4,120.0,Masakan Asia
2837,Talas Bogor Kukus,28.2,1.5,0.3,120.0,Masakan Indonesia
2838,Pisang raja,31.8,1.2,0.2,120.0,Buah
2839,Pisang ayam,26.8,1.1,0.2,120.0,Buah
2840,Tempe bungkil / Bongkrek,18.3,4.4,3.5,119.0,Lauk
2841,Pisang raja sereh,31.1,1.2,0.2,118.0,Buah
2842,Soto Tanpa Daging ,9.6,0.4,8.6,117.1,Masakan Indonesia
2843,Pisang hijau,28.9,2.0,0.3,117.0,Buah
2844,Cempedak,28.6,3.0,0.4,116.0,Buah
2845,Bekasam (Sumatera Selatan),6.1,11.9,4.9,116.0,Masakan Indonesia
2846,Pisang goroho,27.9,1.9,0.2,115.0,Buah
2847,Ongol-ongol,14.0,1.5,6.0,115.0,Jajanan
2848,Tahu goreng,2.5,9.7,8.5,115.0,Lauk
2849,Ubi jalar rebus,25.6,1.4,9.6,114.0,Karbohidrat
2850,Mie bakso,16.4,5.3,3.0,114.0,Masakan Indonesia
2851,Babat,0.0,17.6,4.2,113.0,Lauk
2852,Mie aceh,18.1,3.0,3.2,113.0,Masakan Indonesia
2853,Pisang talas,26.7,1.2,0.2,113.0,Buah
2854,Sayur ares (Lombok),11.2,0.9,7.2,113.0,Masakan Indonesia
2855,Buah rukam,26.8,0.8,0.3,113.0,Buah
2856,Ongol-ongol sagu,21.2,0.3,2.7,111.0,Jajanan
2857,Sawo kecik,21.6,0.9,2.3,111.0,Buah
2858,Rusip,11.7,11.5,2.0,110.0,Masakan Indonesia
2859,Kelengkeng,21.4,1.4,2.1,110.0,Buah
2860,Sate Kulit ,11.5,15.5,0.5,110.0,Masakan Indonesia
2861,Gulai ikan keumamah (Aceh),3.2,5.9,8.2,110.0,Masakan Indonesia
2862,Kadada katembe / Sayur daun kelor (Muna),7.1,4.5,6.9,110.0,Sayur
2863,Soto Banjar ,3.2,2.9,9.5,110.0,Masakan Indonesia
2864,Ketupat tahu,18.6,2.6,2.6,109.6,Masakan Indonesia
2865,Pisang kepok,26.3,0.8,0.5,109.0,Buah
2866,Kacang hijau rebus,18.3,8.7,0.5,109.0,Karbohidrat
2867,Jangang bintatoeng (Sulawesi),16.5,5.3,2.2,107.0,Masakan Indonesia
2868,Batar Da'an (Timor),19.6,2.2,2.2,107.0,Masakan Indonesia
2869,Buntil,7.9,4.4,6.3,106.0,Masakan Indonesia
2870,Gulai ikan,2.5,16.5,3.3,106.0,Lauk
2871,Mie pangsit,9.4,5.9,4.9,105.0,Masakan Indonesia
2872,Pundut nasi,15.1,1.9,4.1,104.0,Masakan Indonesia
2873,Bacang,16.3,3.3,2.7,102.9,Masakan Indonesia
2874,Mie celor (Palembang),17.8,3.0,2.1,102.0,Masakan Indonesia
2875,Camme Tuttu / Sayur daun singkong (Makassar),8.7,3.2,6.0,102.0,Masakan Indonesia
2876,Mie ayam,10.5,6.2,3.9,102.0,Masakan Indonesia
2877,Tumis bayam dan oncom,6.9,3.7,6.7,102.0,Sayur
2878,Srikaya,35.2,1.7,0.6,101.0,Buah
2879,Ubi Kelapa,19.8,2.0,0.2,101.0,Makanan Ringan
2880,Ubi jalar kuning kukus,23.8,0.7,0.3,100.0,Karbohidrat
2881,Ganyong rebus,23.8,0.8,0.2,100.0,Karbohidrat
2882,Ganyong kukus,23.8,0.8,0.2,100.0,Karbohidrat
2883,Pisang kayu,23.6,1.4,0.5,100.0,Buah
2884,Pisang ambon,25.8,1.2,0.2,99.0,Buah
2885,Tapai Beras,22.4,1.7,0.3,99.0,Masakan Indonesia
2886,Pisang lampung,25.6,1.3,0.2,99.0,Buah
2887,Asinan bogor,14.8,3.9,2.6,98.0,Masakan Indonesia
2888,Pisang rotan,20.5,1.3,1.2,98.0,Buah
2889,Buah embacang,25.4,1.4,0.2,98.0,Buah
2890,Capcay,4.2,5.8,6.3,97.0,Masakan Indonesia
2891,Markisa,23.38,2.2,0.7,97.0,Buah
2892,Pisang kidang,22.5,1.0,0.2,96.0,Buah
2893,Siomay,14.4,4.4,2.2,95.3,Masakan Indonesia
2894,Soto Pekalongan ,5.1,3.0,6.8,94.0,Masakan Indonesia
2895,Nangka,24.01,1.47,0.3,94.0,Buah
2896,Toge Goreng ,15.1,4.4,1.8,93.6,Masakan Indonesia
2897,Sawo manila,22.4,0.5,1.1,92.0,Buah
2898,Sawo,22.4,0.5,1.1,92.0,Buah
2899,Soto Jeroan ,1.4,11.8,4.3,92.0,Masakan Indonesia
2900,Matoa,21.1,1.2,0.1,90.0,Buah
2901,Suweg Kukus,21.9,1.5,0.1,90.0,Makanan Ringan
2902,Pisang,22.84,1.09,0.33,89.0,Buah
2903,Ikan mujair segar,0.0,18.7,1.0,89.0,Lauk
2904,Sop Saudara ,3.9,7.2,5.0,89.0,Masakan Indonesia
2905,Sepi ,10.6,7.9,1.6,88.0,Masakan Indonesia
2906,Gadung ubi kukus,20.9,0.6,0.3,88.0,Karbohidrat
2907,Shabu-Shabu,0.8,3.2,8.0,88.0,Masakan Asia
2908,Taoge Goreng,14.0,3.2,2.1,88.0,Masakan Indonesia
2909,Parede bale (Bugis),5.5,10.5,2.5,87.0,Masakan Indonesia
2910,Salak pondoh,20.1,0.8,0.4,87.0,Buah
2911,Buah merah papua,13.1,2.6,2.7,87.0,Buah
2912,Mangga kwini,19.8,0.7,0.5,86.0,Buah
2913,Buah kokosan (Tasikmalaya),13.0,1.6,0.2,86.0,Buah
2914,Soto Sulung ,0.0,2.3,8.5,86.0,Masakan Indonesia
2915,Alpukat,7.7,0.9,6.5,85.0,Buah
2916,Coto makassar,1.4,6.0,6.0,84.0,Masakan Indonesia
2917,Tedong Pallu Basa ,2.8,10.4,3.4,83.0,Masakan Indonesia
2918,Delima,18.7,1.67,1.17,83.0,Buah
2919,Buah duwet,18.2,0.5,0.6,80.0,Buah
2920,Soto Sukaraja ,9.0,3.2,3.5,80.0,Masakan Indonesia
2921,Lilin bungkus gedi (Moi Kelim),5.8,2.3,5.2,79.0,Karbohidrat
2922,Bekasang (Maluku),3.6,11.4,2.0,78.0,Masakan Indonesia
2923,Kesemek,20.0,0.8,0.4,78.0,Buah
2924,Buah rotan,18.2,0.6,0.3,78.0,Buah
2925,Bakso,9.2,4.1,2.5,76.0,Masakan Indonesia
2926,Pepes oncom,10.6,5.2,1.8,76.0,Lauk
2927,Rambutan binjai,18.0,0.5,0.2,76.0,Buah
2928,Ikan kuah asam,6.0,8.2,2.0,75.0,Masakan Indonesia
2929,Kacang kedelai kukus,10.7,4.1,2.1,75.0,Karbohidrat
2930,Pelecing kangkung,10.0,2.5,2.8,75.0,Sayur
2931,Soto Pemalang ,3.5,3.6,5.2,75.0,Masakan Indonesia
