Name,Calories,Fat_g,Carbs_g,Protein_g,Serving_Size_g
Lobster Kalkuta dalam Saus Bayam dan Yogurt,274.0,15.9,10.8,33.0,100.0
Salmon Asap Krim dan Daun Bawang,274.0,11.9,18.0,10.0,100.0
Caldo Tlalpeno,274.0,14.8,22.8,21.0,100.0
Sate Pusut,274.0,11.6,13.6,12.9,100.0
Popover Bawang Hijau-Parmesan,274.0,6.9,21.5,11.0,100.0
Gemblong,274.0,14.0,55.5,1.7,100.0
Enchilada Ayam Picadillo,274.0,11.9,20.5,12.0,100.0
Halibut Panggang dengan Saus Tomat Serai,273.0,11.8,11.8,34.0,100.0
Kubis Brussel Kung Pao,272.0,5.4,19.8,10.0,100.0
Salad Reuben,272.0,1.5,12.5,15.0,100.0
Bakpia,272.0,5.4,44.1,8.7,100.0
Moussaka Domba dan Terong,271.0,6.3,16.2,11.0,100.0
Sosis Italia dengan Kacang Putih Raksasa dan Radicchio,271.0,9.0,19.8,12.0,100.0
Flank Steak Termarinasi,271.0,3.3,11.2,25.0,100.0
Sup Giok,271.0,3.8,29.8,11.0,100.0
Fish and chips,270.0,11.0,19.3,12.3,100.0
Telur Florentine,270.0,13.5,12.8,21.0,100.0
Ampela ayam goreng,270.0,23.1,9.9,32.3,100.0
Roti Bakar Bebek Asap dengan Rhubarb Jahe,270.0,6.6,21.0,15.0,100.0
Salad Bayam dengan Jeruk dan Keju Kambing Hangat,269.0,9.7,12.5,12.0,100.0
Tahu Berlapis Maple dengan Spaghetti Squash,269.0,7.1,26.2,14.0,100.0
Krim Bayam dengan Topping Remah Roti Keemasan,269.0,18.9,14.5,10.0,100.0
Puttanesca Kacang Putih,269.0,6.3,29.2,11.0,100.0
Saus Bayam-Artichoke Klasik dengan Mozzarella dan Parmesan,269.0,8.4,11.2,11.0,100.0
Sapi paru goreng,268.0,12.1,14.5,23.9,100.0
Salad Mie Gelas Pedas,268.0,7.3,23.0,17.0,100.0
Potongan Daging Ayam Lemon,268.0,9.6,12.2,12.0,100.0
Pita Telur dan Sup Parmesan,267.0,4.4,20.0,22.0,100.0
Salad Ayam Asia dengan Kacang Polong dan Bok Choy,267.0,8.2,10.8,29.0,100.0
Halibut yang Diasinkan Pada Kecambah Lobak dan Salad Adas,267.0,8.1,14.8,16.0,100.0
Pancake Mustard-Dill dengan Salmon Asap dan Kaviar,267.0,26.9,15.0,18.0,100.0
Tautan Sosis dengan Glasir Aprikot-Mustard,267.0,11.4,11.8,10.0,100.0
Sup Tomat dan Kacang Cannellini,267.0,1.4,32.2,12.0,100.0
Bubur Jagung Aligot,266.0,14.3,16.2,12.0,100.0
Taco Skirt Steak Jalapeño dan Jeruk Nipis,266.0,1.8,13.0,13.0,100.0
Martabak manis / Terang bulan / Kue bandung,265.3,16.9,49.3,4.7,100.0
Cumi-cumi goreng,265.0,9.2,0.0,40.6,100.0
Roti Cheddar Bawang Biji Poppy,265.0,18.5,23.8,11.0,100.0
Minuman telur kopyok,264.0,9.3,27.0,12.0,100.0
Artichoke dan Salad Adas,264.0,9.4,31.2,10.0,100.0
Leci kom,264.0,12.4,59.6,4.0,100.0
Mozzarella dalam Carrozza dengan Saus Ikan Teri,264.0,8.4,19.0,11.0,100.0
Ikan Mahi-Mahi Panggang dengan Salsa Alpukat-Melon,264.0,4.8,10.5,33.0,100.0
Salad Daging Sapi Panggang Thailand,263.0,21.6,17.2,17.0,100.0
Udang dengan Kacang Polong,263.0,5.2,14.0,18.0,100.0
Koktail Udang Bumbu Jeruk,262.0,0.3,26.0,17.0,100.0
"Salad Udang, Mentimun, dan Mangga",262.0,2.9,20.2,16.0,100.0
Salad Restoran Steak dengan Saus Cabai Merah dan Kacang Tanah,262.0,3.1,11.2,25.0,100.0
Biji salak,262.0,14.7,51.1,2.3,100.0
Kentang Bulgaria,262.0,11.6,26.2,10.0,100.0
"Arugula, Ceri Keemasan, Almond Marcona, dan Parmigiano-Reggiano",262.0,10.1,10.5,10.0,100.0
Lentil India dan Selai Kacang Polong,262.0,12.5,28.5,10.0,100.0
Sup Succotash dengan Crouton Lada Hitam,261.0,0.0,32.8,10.0,100.0
Sup Jagung dengan Jalapeño Panggang dan Pure Peterseli,261.0,12.4,29.5,11.0,100.0
Salad Kentang dan Makanan Laut dengan Tarragon,261.0,5.2,26.8,16.0,100.0
Irisan Daging Sapi Dibumbui dengan Daun Bawang dan Lobak,261.0,14.1,12.2,26.0,100.0
Ricotta Susu Domba Dibungkus Daun Anggur dengan Adas dan Zaitun,261.0,0.7,18.2,11.0,100.0
Brokoli dengan Adas dan Paprika Merah,260.0,12.2,27.2,13.0,100.0
"Dada Ayam dengan Daun Bawang, Jamur Shiitake, dan Tomat",260.0,10.2,11.5,22.0,100.0
Deblo (Jawa Barat),260.0,11.5,53.0,2.0,100.0
"Bruschetta dengan Arugula, Mozzarella Asap, dan Tomat",260.0,11.3,13.5,11.0,100.0
Ayam Kung Pao,259.0,11.5,10.0,30.0,100.0
Stew Daging Sapi Ranchero,259.0,15.5,12.0,28.0,100.0
Roti Keju Cheddar dengan Dill,259.0,21.2,16.8,12.0,100.0
"Ikan Kakap Merah Dibungkus Zucchini dengan Tomat, Jintan, dan Saus Jeruk",259.0,1.8,17.0,14.0,100.0
Tiga salad kacang,259.0,4.8,25.8,12.0,100.0
Bagian Bawah Artichoke Direbus dalam Minyak Zaitun dengan Bawang Putih dan Mint,258.0,0.1,25.2,10.0,100.0
Kerang Bumbu Bakar dengan Glasir Jeruk-Kedelai,258.0,11.4,12.0,21.0,100.0
Ikan lomak asin,258.0,10.1,18.9,40.3,100.0
Kerang Isi Panggang,257.0,5.7,19.2,18.0,100.0
"Casserole Kentang, Bawang Bombai, dan Seledri Lapis",257.0,6.3,30.8,11.0,100.0
Udang dan Jagung dengan Kemangi,256.0,1.9,13.5,19.0,100.0
Tamale Kerang dengan Pesto Jalapeño-Keju,256.0,5.3,26.0,11.0,100.0
Tumis Kerang dengan Jahe,255.0,5.3,11.2,21.0,100.0
"Sup Kacang Baby Lima dengan Sawi, Kacang Polong, dan Bawang",255.0,2.2,30.2,11.0,100.0
Yangko,254.0,13.4,58.1,3.0,100.0
"Dada Ayam Saffron dengan Pure Pea Inggris, Pea Shoot, dan Mint",254.0,12.6,15.2,10.0,100.0
Nasi uduk,253.3,10.1,11.7,4.3,100.0
Kerang dengan Saus Kari Kelapa,253.0,9.5,12.2,15.0,100.0
Rémoulade Akar Seledri dan Kerang Laut Pan-Seared,253.0,8.6,11.8,11.0,100.0
"Sup Kacang Buncis, Chard, dan Kacang Lima",252.0,3.3,12.0,15.0,100.0
"Kacang Polong Panggang dengan Tarragon, Yogurt, dan Pistachio",252.0,13.6,17.0,10.0,100.0
Ayam Jeruk dan Jahe,251.0,1.8,12.0,26.0,100.0
Udang dengan Bawang Putih dan Remah Roti Panggang,251.0,6.3,17.8,18.0,100.0
Telur ayam dadar,251.0,9.5,1.4,16.3,100.0
Gratin Cheddar Kembang Kol dengan Remah Lobak,250.0,13.6,15.5,11.0,100.0
Gratin Hijau,250.0,14.5,18.2,15.0,100.0
Brem,249.0,11.0,58.0,3.4,100.0
Roti warna sawo matang,249.0,26.4,49.7,7.9,100.0
Roti putih,248.0,15.4,50.0,8.0,100.0
Empal daging goreng,248.0,11.4,10.1,36.2,100.0
Kue timpan (Aceh),247.0,27.3,49.5,2.9,100.0
"Tomat Isi Domba, Gaya Timur Tengah",247.0,14.2,12.8,13.0,100.0
Telur Panggang dengan Zucchini Ragoût,247.0,12.2,20.8,14.0,100.0
Aprikot Kering Berlapis Cognac dengan Yogurt Berbumbu Kayu Manis,246.0,8.5,27.0,12.0,100.0
"Adas Serut, Artichoke, dan Salad Parmesan",246.0,6.5,13.2,10.0,100.0
Ayam goreng pasundan (dada),246.0,26.5,0.7,37.9,100.0
Rustic Meatloaf a la Perancis,245.0,6.8,10.5,17.0,100.0
Ayam goreng pasundan (paha),245.0,25.0,0.3,33.1,100.0
"Sup Bit Dingin dengan Buttermilk, Mentimun, dan Dill (Chlodnik)",244.0,2.1,17.5,12.0,100.0
Ayam goreng sukabumi (dada),244.0,24.2,1.0,36.7,100.0
Ikan dalam Saus Kacang Pinus,243.0,10.2,10.2,19.0,100.0
Pempek kulit,243.0,12.7,39.1,5.2,100.0
Tortilla ala Spanyol,243.0,10.7,17.5,14.0,100.0
Ayam Panggang Aprikot-Mustard,243.0,15.4,18.8,15.0,100.0
Krim Bayam dengan Crouton,242.0,14.5,18.0,11.0,100.0
Tikka Udang dengan Chutney Mangga Segar,241.0,1.8,13.5,22.0,100.0
Kue bugis,240.0,20.5,54.0,1.0,100.0
Souffle Labu Musim Dingin,240.0,5.8,12.0,12.0,100.0
Leupeut ketan,240.0,10.4,51.3,7.8,100.0
Sayur tempe,240.0,10.0,49.3,6.0,100.0
Bruschetta Salmon Asap dengan Salsa Tomat-Alpukat,239.0,11.9,20.5,10.0,100.0
Jamur Shiitake Yu Bo dengan Daun Bawang,238.0,11.7,11.2,10.0,100.0
Fillet Ikan Dijon,237.0,3.6,10.0,20.0,100.0
Bulung sangu / Sayur rumput laut,237.0,11.4,56.0,14.7,100.0
Kerang dengan Kentang Panggang,237.0,11.5,23.8,13.0,100.0
Telur Gulung Cina,236.0,11.7,14.5,13.0,100.0
Lasagna Jamur Liar,236.0,8.8,12.0,11.0,100.0
"Halibut Dikukus dengan Jeruk, Tomat, dan Zaitun",236.0,0.5,24.2,10.0,100.0
Chowder Kerang dengan Thyme Segar,235.0,2.5,19.2,17.0,100.0
Es Krim Keju Mahon,235.0,10.1,17.2,10.0,100.0
Sup Kacang Dingin dengan Minyak Herba,235.0,3.4,24.2,12.0,100.0
Ayam Pedas dan Hominy Ragoût,235.0,11.3,17.5,12.0,100.0
Kerang dalam Saus Bawang Putih,233.0,7.2,10.8,25.0,100.0
Sagu Aren Segar,231.0,7.0,56.6,0.6,100.0
Polenta Parmesan,231.0,13.9,24.2,11.0,100.0
Sagu Kasbi Segar,230.0,13.0,56.5,0.6,100.0
Salad Tuna dan Lobak Mediterania,229.0,2.7,10.2,20.0,100.0
"Bisque Udang, Zucchini, dan Paprika Merah",229.0,2.8,14.0,14.0,100.0
Makarel Panggang dengan Selai Tomat Pedas,227.0,13.9,12.8,17.0,100.0
"Jamur Liar, Haricot Vert, dan Tumis Bawang Merah",227.0,2.6,22.2,12.0,100.0
Salmon Panggang dengan Chutney Terong Kari dan Haricots Kukus Verts dan Kentang,227.0,3.1,18.2,16.0,100.0
Sup Tomat Bumbu India Dingin dengan Daging Kepiting,226.0,3.7,15.5,14.0,100.0
Bika ambon,225.7,5.0,52.9,3.0,100.0
Burung punai goreng,224.0,12.0,4.4,26.2,100.0
Kale dengan Acar Bawang Merah,224.0,8.8,19.0,10.0,100.0
Shakshuka (Telur Panggang dengan Saus Tomat Pedas),224.0,5.9,20.2,11.0,100.0
Sup Bawang Perancis,223.0,1.9,15.5,11.0,100.0
Ikan yang Diasinkan Kedelai,222.0,7.0,12.0,21.0,100.0
Salmon yang Diawetkan dengan Adas dan Salad Wortel,222.0,3.4,14.5,14.0,100.0
Lemper,221.3,5.4,43.4,3.8,100.0
Salad Sayuran Hijau,221.0,4.7,14.0,12.0,100.0
"Kentang, Bayam, dan Feta Gratin",221.0,10.3,19.5,11.0,100.0
Kue sus,221.0,17.6,24.8,7.5,100.0
Pisang goreng,220.0,12.8,6.3,2.3,100.0
Sandwich Teh Salad Ayam dengan Almond Asap,220.0,2.2,15.8,10.0,100.0
Bruschetta Keju Kambing Asparagus dengan Porcini Vinaigrette,219.0,16.3,15.5,10.0,100.0
Pelepah manuk (NTT),219.0,12.5,4.4,19.7,100.0
Stew Tahu Kimchi Pedas,218.0,10.9,10.0,13.0,100.0
Misro,218.0,7.5,50.2,0.8,100.0
Gurandil / Cenil,218.0,13.1,48.5,0.5,100.0
Zucchini dan Saffron Vichyssoise dengan Kerang,217.0,1.9,18.5,11.0,100.0
Kue putu singkong,217.0,26.2,53.2,1.2,100.0
Markisa squash,217.0,14.4,49.6,2.5,100.0
Klepon,214.0,11.8,40.2,5.4,100.0
Setrup Sirup,213.0,6.5,55.0,0.0,100.0
Udang Panggang dengan Saus Herba Bawang Putih-Herba,213.0,11.2,14.8,16.0,100.0
Sirup,213.0,11.8,55.0,0.0,100.0
Tumis Daging Sapi dengan Bawang Merah Karamel,213.0,3.1,15.8,15.0,100.0
Jaje bulung (Bali),212.0,10.9,47.6,16.9,100.0
Ketupat ketan,212.0,12.0,38.6,4.0,100.0
Tempe kacang belimbing,212.0,11.0,12.9,17.5,100.0
"Tuna dengan Saus Jeruk, Jahe, dan Serai",211.0,1.3,10.8,15.0,100.0
Pempek kelesan,211.0,12.0,26.6,12.3,100.0
Combro,210.0,8.0,35.8,1.6,100.0
Es krim,210.0,9.2,20.6,4.0,100.0
Pepes ikan mas,209.0,7.8,11.8,15.2,100.0
Lawar penja (Mandar),207.0,9.1,9.6,7.4,100.0
Nasi minyak,207.0,3.7,37.1,3.5,100.0
Getuk singkong,204.0,14.5,47.4,0.5,100.0
Kacang belimbing rebus,204.0,0.4,17.5,16.9,100.0
Ikan cakalang asap,204.0,8.3,1.9,34.2,100.0
Taco Tuna Segar,203.0,10.2,13.2,15.0,100.0
Lele Kukus dalam Daun Pisang,203.0,1.3,12.0,14.0,100.0
Ricotta Pantesca,202.0,11.6,15.8,10.0,100.0
Martabak telur,200.0,7.9,29.5,8.9,100.0
Sosis dan Tumis Sayuran Musim Panas,200.0,4.2,15.2,10.0,100.0
Kue putu mayang,200.0,15.7,43.8,1.0,100.0
Ikan cakalang asin,198.0,3.9,5.5,36.5,100.0
Nasi likku (Bugis),196.0,1.3,15.9,14.5,100.0
Geblek (Kulon Progo),195.0,8.6,44.4,0.4,100.0
Telur bebek asin,195.0,9.3,1.4,13.6,100.0
Kalio telur,193.0,5.9,9.7,10.6,100.0
Sup Tomat dan Kepiting,193.0,0.8,13.8,12.0,100.0
Ikan asin kering,193.0,5.5,0.0,42.0,100.0
Nasi gemuk (Jambi),192.0,9.1,24.4,3.8,100.0
Gurame asam manis,192.0,11.5,12.7,12.7,100.0
Buah gatep,191.0,14.5,39.7,4.5,100.0
Mie sagu,190.0,13.5,46.5,0.2,100.0
Nasi gurih,190.0,13.8,26.0,4.7,100.0
Kue bantal,190.0,15.3,43.5,3.3,100.0
Kacang kedelai rebus,189.0,1.9,12.7,20.2,100.0
Tumis bandeng,189.0,8.5,0.6,11.3,100.0
Ikan mas goreng,188.0,10.0,0.0,19.3,100.0
Sup Sayuran Musim Semi dan Kacang Lima,187.0,3.7,11.0,11.0,100.0
Kue apem,186.7,29.4,39.6,1.6,100.0
Ubi cilembu,186.0,12.0,44.3,1.9,100.0
Botok lamtoro,186.0,12.8,13.0,11.7,100.0
Ubi jalar sayur,184.0,5.8,22.5,1.4,100.0
Sapi daging asap,182.0,16.1,0.0,32.0,100.0
Kue mangkok,182.0,29.7,40.4,1.0,100.0
Ketan hitam kukus,181.0,1.7,37.3,4.0,100.0
Ketan hitam,181.0,12.8,37.3,4.0,100.0
Buah lepok / ubi rumput,181.0,11.3,39.8,2.8,100.0
Kue talam,180.0,23.5,32.0,5.0,100.0
Nasi,180.0,7.9,39.8,3.0,100.0
Sate Penyu,179.0,12.9,13.3,22.5,100.0
Sayur garu,178.0,12.5,10.6,2.6,100.0
Nasi putih,178.0,10.4,40.6,2.1,100.0
Gulai pliek (Aceh),176.0,12.5,3.2,7.3,100.0
Jagung rebus,175.0,0.3,35.0,1.8,100.0
Singkong Tape,173.0,14.9,42.5,0.5,100.0
Tape ketan putih,172.0,6.3,37.5,3.0,100.0
Tapai Ketan Putih,172.0,11.6,37.5,3.0,100.0
Getuk lindri,171.4,11.0,32.0,4.0,100.0
Pindang ikan benggol,170.0,5.9,0.0,31.0,100.0
Tapai Singkong,169.0,13.1,40.2,1.4,100.0
Bubur sagu,167.0,6.3,33.0,0.2,100.0
Laksa,166.3,5.5,29.5,2.7,100.0
Sarimuka,166.0,7.6,32.9,2.3,100.0
Tapai Ketan Hitam,166.0,6.7,34.4,3.8,100.0
Tape ketan hitam,166.0,10.0,34.4,3.8,100.0
Ubi Jalar Kukus,165.0,0.3,39.8,0.9,100.0
Lupis ketan,164.0,14.3,34.5,1.8,100.0
Kambose / Jagung rebus (Muna),164.0,0.4,32.6,3.0,100.0
Lopis,163.3,9.1,33.0,2.8,100.0
Ketan putih kukus,163.0,0.9,35.7,3.0,100.0
Kalio jeroan,163.0,11.5,4.1,16.5,100.0
Kue putri selat,163.0,18.0,23.8,2.2,100.0
Ketan putih,163.0,9.9,35.7,3.0,100.0
Pempek adaan,162.0,10.4,27.8,4.9,100.0
Kacang bogor rebus,161.0,1.0,27.1,7.7,100.0
Ubi jalar goreng,160.0,9.6,55.3,3.7,100.0
Gudeg,160.0,6.6,16.0,3.3,100.0
Susu Kerbau,160.0,10.4,7.1,6.3,100.0
Lawara jangang,159.0,9.7,10.1,5.0,100.0
Barongko (Sulawesi Selatan),159.0,14.8,23.5,3.1,100.0
Pindang ikan banjar,157.0,10.4,0.0,28.0,100.0
Kalio otak,157.0,6.2,11.4,8.1,100.0
Es krim santan,156.7,13.3,32.7,3.0,100.0
Ikan asin peda (Banjar),156.0,4.9,0.0,28.0,100.0
Tinutuan (Manado),156.0,13.3,15.6,2.3,100.0
Grontol jagung,156.0,5.3,33.3,2.7,100.0
Cakalang asar (Papua),155.0,11.0,10.2,20.1,100.0
Nasi rames,155.0,4.7,19.1,10.3,100.0
Bihun goreng,154.0,10.8,25.5,3.0,100.0
Ketoprak,153.0,10.1,13.0,7.9,100.0
Singkong kukus,153.0,1.1,36.4,1.2,100.0
Pindang ikan layang,153.0,6.4,0.0,30.0,100.0
Rujak Cingur,153.0,6.9,8.0,11.3,100.0
Es mambo,152.0,9.8,37.6,0.0,100.0
Ikan papuyu bakar,152.0,2.0,6.7,17.6,100.0
Pempek kapal selam,152.0,12.4,28.2,4.5,100.0
Nasi merah,149.0,12.5,32.5,2.8,100.0
Tumis jagung muda,148.9,2.6,20.1,10.4,100.0
Gulai ikan paya,148.0,9.0,5.0,10.0,100.0
Tahu Takwa,148.0,9.9,4.0,13.8,100.0
Kacang gude rebus,147.0,2.0,27.5,9.0,100.0
Ikan lais bakar,147.0,7.7,5.4,17.5,100.0
Karedok,146.7,13.3,19.7,5.9,100.0
Tempe lamtoro,146.0,5.6,19.6,11.7,100.0
Ikan asar merah,146.0,3.4,5.6,17.7,100.0
Pisang ketip,145.0,1.8,34.5,1.1,100.0
Ikan selar kuning,145.0,9.1,0.0,27.0,100.0
Ikan baung bakar,144.0,5.8,5.2,17.8,100.0
Markisa,144.0,6.4,29.8,3.5,100.0
Kacang merah rebus,144.0,1.7,24.7,10.0,100.0
Getuk pisang,144.0,0.4,34.1,1.1,100.0
Ikan patin bakar,144.0,5.3,4.3,17.5,100.0
Woku Ubi,143.0,6.7,15.0,3.1,100.0
Gulai pakis,143.0,5.5,6.0,4.0,100.0
Jagung muda rebus,142.0,1.2,30.3,5.0,100.0
Pindang ikan selar kecil,142.0,7.9,0.0,27.0,100.0
Buntil daun talas,141.0,5.5,8.0,4.4,100.0
Brongkos,141.0,14.2,12.6,15.3,100.0
Tempe koro benguk,141.0,8.0,23.2,10.2,100.0
Spaghetti,139.0,6.4,22.6,7.4,100.0
Susu Kental Tak Manis,138.0,12.9,9.9,7.0,100.0
Kacang tolo / kacang tunggak rebus,138.0,1.6,22.6,10.7,100.0
Sayur batang teratai,137.0,5.1,19.1,4.3,100.0
Gado-gado,137.0,6.1,21.0,6.1,100.0
Soto Betawi,135.0,4.4,11.5,2.5,100.0
Durian,134.0,12.8,28.0,2.5,100.0
Pisang oli,134.0,1.9,35.5,1.1,100.0
Papais,133.8,10.1,27.0,3.0,100.0
Sayur kohu-kohu,133.0,14.5,11.2,7.3,100.0
Mangga manalagi,133.0,2.0,32.1,1.0,100.0
Gulai tiram,132.0,12.1,7.8,9.0,100.0
Pepes oncom dan kacang tanah,132.0,9.4,13.7,12.7,100.0
Teh,132.0,11.1,67.8,19.5,100.0
Kopi instan,129.0,5.5,35.0,12.3,100.0
Wajik,129.0,7.0,15.6,1.9,100.0
Ikan belida bakar,128.0,4.2,7.2,18.0,100.0
Muntahu,128.0,12.2,1.3,8.0,100.0
Soto Dengan Daging,127.5,2.7,8.3,2.6,100.0
Pisang gapi,127.0,1.5,31.1,2.1,100.0
Pisang mas,127.0,1.1,33.6,1.4,100.0
Soto Padang,127.0,3.8,11.0,5.9,100.0
Pisang mas bali,127.0,1.9,31.8,1.4,100.0
Kue pacar cina,126.7,12.4,57.3,0.7,100.0
Sate Usus,126.7,8.5,1.3,14.0,100.0
Urap / Anyang,126.0,5.9,10.3,3.4,100.0
Tempuyak,126.0,7.9,25.7,1.1,100.0
Buras,125.7,9.8,23.9,3.3,100.0
Pindang ikan kenari,124.0,5.4,0.0,9.5,100.0
Kalio kikil,122.0,5.7,3.9,13.8,100.0
Santan (Dengan Air),122.0,11.0,7.6,2.0,100.0
Ikan mujair pepes,121.0,10.7,0.8,21.7,100.0
Umbi Ubi Kelapa,120.0,8.8,82.3,2.8,100.0
Tim (Nasi Tim),120.0,2.2,26.0,2.4,100.0
Buah kawista,120.0,11.5,20.8,3.5,100.0
Tales Kukus,120.0,0.2,28.2,1.5,100.0
Nasi tim,120.0,12.8,26.0,2.4,100.0
Talas Bogor Kukus,120.0,1.1,28.2,1.5,100.0
Pisang raja,120.0,0.6,31.8,1.2,100.0
Pisang ayam,120.0,0.9,26.8,1.1,100.0
Tempe bungkil / Bongkrek,119.0,14.5,18.3,4.4,100.0
Pisang raja sereh,118.0,0.4,31.1,1.2,100.0
Soto Tanpa Daging,117.1,4.4,9.6,0.4,100.0
Pisang hijau,117.0,0.8,28.9,2.0,100.0
Cempedak,116.0,14.5,28.6,3.0,100.0
Bekasam (Sumatera Selatan),116.0,10.0,6.1,11.9,100.0
Pisang goroho,115.0,0.8,27.9,1.9,100.0
Ongol-ongol,115.0,8.6,14.0,1.5,100.0
Tahu goreng,115.0,10.8,2.5,9.7,100.0
Ubi jalar rebus,114.0,1.8,25.6,1.4,100.0
Mie bakso,114.0,10.7,16.4,5.3,100.0
Babat,113.0,6.5,0.0,17.6,100.0
Mie aceh,113.0,10.0,18.1,3.0,100.0
Pisang talas,113.0,1.7,26.7,1.2,100.0
Sayur ares (Lombok),113.0,12.7,11.2,0.9,100.0
Buah rukam,113.0,13.3,26.8,0.8,100.0
Ongol-ongol sagu,111.0,5.4,21.2,0.3,100.0
Sawo kecik,111.0,10.7,21.6,0.9,100.0
Rusip,110.0,14.0,11.7,11.5,100.0
Kelengkeng,110.0,13.5,21.4,1.4,100.0
Sate Kulit,110.0,6.2,11.5,15.5,100.0
Gulai ikan keumamah (Aceh),110.0,8.6,3.2,5.9,100.0
Kadada katembe / Sayur daun kelor (Muna),110.0,11.3,7.1,4.5,100.0
Soto Banjar,110.0,3.4,3.2,2.9,100.0
Ketupat tahu,109.6,6.7,18.6,2.6,100.0
Pisang kepok,109.0,2.0,26.3,0.8,100.0
Kacang hijau rebus,109.0,0.2,18.3,8.7,100.0
Jangang bintatoeng (Sulawesi),107.0,8.3,16.5,5.3,100.0
Batar Da'an (Timor),107.0,10.0,19.6,2.2,100.0
Buntil,106.0,14.1,7.9,4.4,100.0
Gulai ikan,106.0,9.2,2.5,16.5,100.0
Mie pangsit,105.0,9.3,9.4,5.9,100.0
Pundut nasi,104.0,10.7,15.1,1.9,100.0
Bacang,102.9,12.7,16.3,3.3,100.0
Mie celor (Palembang),102.0,10.8,17.8,3.0,100.0
Camme Tuttu / Sayur daun singkong (Makassar),102.0,10.1,8.7,3.2,100.0
Tumis bayam dan oncom,102.0,9.0,6.9,3.7,100.0
Srikaya,101.0,14.8,35.2,1.7,100.0
Ubi Kelapa,101.0,13.4,19.8,2.0,100.0
Ubi jalar kuning kukus,100.0,1.2,23.8,0.7,100.0
Ganyong rebus,100.0,0.3,23.8,0.8,100.0
Ganyong kukus,100.0,1.6,23.8,0.8,100.0
Pisang kayu,100.0,1.5,23.6,1.4,100.0
Pisang ambon,99.0,1.7,25.8,1.2,100.0
Tapai Beras,99.0,13.9,22.4,1.7,100.0
Pisang lampung,99.0,0.8,25.6,1.3,100.0
Asinan bogor,98.0,7.1,14.8,3.9,100.0
Pisang rotan,98.0,0.4,20.5,1.3,100.0
Buah embacang,98.0,14.4,25.4,1.4,100.0
Capcay,97.0,9.6,4.2,5.8,100.0
Pisang kidang,96.0,1.6,22.5,1.0,100.0
Siomay,95.3,12.3,14.4,4.4,100.0
Soto Pekalongan,94.0,1.6,5.1,3.0,100.0
Nangka,94.0,9.1,24.0,1.5,100.0
Toge Goreng,93.6,12.8,15.1,4.4,100.0
Sawo,92.0,6.6,22.4,0.5,100.0
Soto Jeroan,92.0,2.4,1.4,11.8,100.0
Matoa,90.0,7.0,21.1,1.2,100.0
Suweg Kukus,90.0,0.3,21.9,1.5,100.0
Pisang,89.0,0.2,22.8,1.1,100.0
Ikan mujair segar,89.0,6.8,0.0,18.7,100.0
Sop Saudara,89.0,14.6,3.9,7.2,100.0
Sepi,88.0,8.5,10.6,7.9,100.0
Gadung ubi kukus,88.0,1.6,20.9,0.6,100.0
Shabu-Shabu,88.0,8.8,0.8,3.2,100.0
Taoge Goreng,88.0,11.1,14.0,3.2,100.0
Parede bale (Bugis),87.0,9.5,5.5,10.5,100.0
Salak pondoh,87.0,7.9,20.1,0.8,100.0
Buah merah papua,87.0,12.8,13.1,2.6,100.0
Mangga kwini,86.0,1.8,19.8,0.7,100.0
Buah kokosan (Tasikmalaya),86.0,14.4,13.0,1.6,100.0
Soto Sulung,86.0,1.6,0.0,2.3,100.0
Alpukat,85.0,5.1,7.7,0.9,100.0
Coto makassar,84.0,10.9,1.4,6.0,100.0
Tedong Pallu Basa,83.0,11.5,2.8,10.4,100.0
Delima,83.0,10.4,18.7,1.7,100.0
Buah duwet,80.0,7.4,18.2,0.5,100.0
Soto Sukaraja,80.0,3.0,9.0,3.2,100.0
Lilin bungkus gedi (Moi Kelim),79.0,7.7,5.8,2.3,100.0
Bekasang (Maluku),78.0,5.4,3.6,11.4,100.0
Kesemek,78.0,8.7,20.0,0.8,100.0
Buah rotan,78.0,8.7,18.2,0.6,100.0
Bakso,76.0,13.4,9.2,4.1,100.0
Pepes oncom,76.0,14.9,10.6,5.2,100.0
Rambutan binjai,76.0,10.0,18.0,0.5,100.0
Ikan kuah asam,75.0,8.2,6.0,8.2,100.0
Kacang kedelai kukus,75.0,1.5,10.7,4.1,100.0
Soto Pemalang,75.0,0.4,3.5,3.6,100.0
Buah tin (fig),74.0,5.7,19.2,0.8,100.0
Tempe gembus,73.0,10.1,4.2,5.7,100.0
Mangga indramayu,72.0,1.6,18.7,0.8,100.0
Bulgogi,72.0,7.2,1.4,11.4,100.0
Buah naga merah,71.0,12.4,9.1,1.7,100.0
Kumquat,71.0,8.9,15.9,1.9,100.0
Talas kukus (Belitung),71.0,0.0,15.4,2.3,100.0
Sop Buntut,71.0,11.6,2.2,7.5,100.0
Sop Konro,71.0,14.1,4.5,7.4,100.0
Buah erbis,70.0,13.4,18.9,0.6,100.0
Anggur,69.0,1.2,18.1,0.7,100.0
Rambutan,69.0,12.2,18.1,0.9,100.0
Sop Kaki Sapi,68.0,18.5,3.7,9.0,100.0
Pisang ampyang,68.0,1.1,17.2,1.3,100.0
Gandaria,68.0,6.5,18.0,0.7,100.0
Jambu,68.0,9.5,14.3,2.6,100.0
Buah tuppa (pawpaw),67.0,6.6,15.9,0.4,100.0
Sayur umbut kelapa,67.0,5.1,5.1,5.2,100.0
Leci,66.0,9.2,16.5,0.8,100.0
